Name,CriticRate,CriticNum,UserRate,UserNum,TN,Index,Year
Tex Murphy: Under a Killing Moon,0,0,8,6,0.6,80,2014
The Abbey,0,0,0,0,0,0,2014
The Apotheosis Project,0,0,7.4,7,0.7,74,2014
The Banner Saga,80,74,8,724,146.4,80,2014
The Binding of Isaac: Rebirth,86,10,8.4,614,71.4,84.28011204,2014
The Blue Flamingo,55,6,4.3,7,6.7,53.74626866,2014
The Book of Legends,0,3,8.4,14,4.4,84,2014
The Cameron Files: The Secret at Loch Ness,66,7,5.8,6,7.6,65.36842105,2014
The Campaign Series: Fall Weiss,0,0,0,0,0,0,2014
The Castle Doctrine,58,12,6.9,19,13.9,59.50359712,2014
The Collider,0,1,4.6,5,1.5,46,2014
The Count of Monster Disco,0,0,0,0,0,0,2014
The Counting Kingdom,0,1,0,0,1,0,2014
The Crew,71,12,6.3,520,64,64.5,2014
The Culling Of The Cows,0,0,4.1,14,1.4,41,2014
The Curse of the Werewolves,0,0,0,0,0,0,2014
The Desolate Hope,0,0,7.7,6,0.6,77,2014
The Detail,71,23,6.8,18,24.8,70.78225806,2014
The Dungeoning,0,1,0,0,1,0,2014
The Egyptian Prophecy: The Fate of Ramses,73,13,6.6,7,13.7,72.64233577,2014
The Elder Scrolls Online,71,64,5.8,2450,309,60.69255663,2014
The Entente Gold,0,0,0,0,0,0,2014
The Escapist,0,0,0,0,0,0,2014
The Evil Within,68,18,6.1,853,103.3,62.21974831,2014
The Expendabros,0,0,7.4,38,3.8,74,2014
The Fall,76,17,7.2,68,23.8,74.85714286,2014
The Few,0,0,0,0,0,0,2014
The Fifth Day,0,0,0,0,0,0,2014
The Floor is Jelly,83,5,6.2,21,7.1,76.78873239,2014
The Flying Dutchman,0,0,0,0,0,0,2014
The Forest of Doom,0,0,4.2,5,0.5,42,2014
The Forgotten Ones,0,0,0,0,0,0,2014
The Golf Club,70,11,6.2,59,16.9,67.20710059,2014
The Good Life,0,0,0,0,0,0,2014
The Great Jitters: Pudding Panic,0,0,0,0,0,0,2014
The Guild Gold Edition,0,0,0,0,0,0,2014
The Happy Hereafter,0,0,0,0,0,0,2014
The House,0,0,0,0,0,0,2014
The Impossible Game,64,7,7.4,17,8.7,65.95402299,2014
The Incredible Adventures of Van Helsing II,77,36,7.6,230,59,76.61016949,2014
The Jackbox Party Pack,0,2,7.2,12,3.2,72,2014
The Journey Down: Chapter Two,78,11,7.1,20,13,76.92307692,2014
The Joylancer: Legendary Motor Knight,0,0,0,0,0,0,2014
THE KING OF FIGHTERS '98 ULTIMATE MATCH FI0L EDITION,0,1,7.8,5,1.5,78,2014
The Labyrinth of Time,0,0,0,0,0,0,2014
The Last Door - Collector's Edition,79,10,7.6,42,14.2,78.11267606,2014
The Last Federation,72,9,6.9,40,13,71.07692308,2014
The Last Tinker: City of Colors,72,41,6.8,31,44.1,71.71882086,2014
The Legend of Heroes: Trails in the Sky,85,5,8.4,214,26.4,84.18939394,2014
The LEGO Movie - Videogame,68,7,6.8,38,10.8,68,2014
The Lost Crown,71,23,7.6,27,25.7,71.52529183,2014
The Maker's Eden,0,1,0,0,1,0,2014
The Marvellous Miss Take,69,11,6.4,16,12.6,68.36507937,2014
The Memory of Eldurim,0,0,0,0,0,0,2014
The Moon Sliver,0,2,7.1,9,2.9,71,2014
The Musketeers: Victoria's Quest,0,0,0,0,0,0,2014
The Nightmare Cooperative,0,2,0,0,2,0,2014
The Old City: Leviathan,62,16,5.6,31,19.1,61.02617801,2014
The Original Strife: Veteran Edition,0,0,8.2,6,0.6,82,2014
The Plan,0,0,7,16,1.6,70,2014
The Promised Land,0,0,6.4,7,0.7,64,2014
The Repopulation,0,0,0,0,0,0,2014
The Room,73,4,8.3,66,10.6,79.22641509,2014
The Sacred Tears TRUE,0,3,0,0,3,0,2014
The Samaritan Paradox,75,5,6.5,17,6.7,72.46268657,2014
The Secret Of Hildegards,0,0,0,0,0,0,2014
The Shopkeeper,0,2,0,0,2,0,2014
The Stalin Subway,0,0,5.9,10,1,59,2014
The Stalin Subway: Red Veil,0,0,4.8,5,0.5,48,2014
The Sun and Moon,0,2,0,0,2,0,2014
The Sun at Night,59,5,7.3,11,6.1,61.52459016,2014
The Talos Principle,85,57,8.6,571,114.1,85.50043821,2014
The Terminal 2,0,0,0,0,0,0,2014
The Tomorrow War,0,1,0,0,1,0,2014
The Tower,0,0,0,0,0,0,2014
The Treasures of Montezuma 3,0,0,0,0,0,0,2014
The Treasures of Montezuma 4,0,0,0,0,0,0,2014
The Vanishing of Ethan Carter,82,66,8.1,741,140.1,81.47109208,2014
The Waste Land,0,3,0,0,3,0,2014
The Whispered World Special Edition,70,41,7.6,84,49.4,71.02024291,2014
The Witcher Adventure Game,68,21,5.9,68,27.8,65.79856115,2014
The Witch's Yarn,0,0,0,0,0,0,2014
The World II: Hunting BOSS,0,0,0,0,0,0,2014
The Yawhg,66,8,7.6,31,11.1,68.79279279,2014
Theatre Of The Absurd,0,0,0,0,0,0,2014
theHunter Classic,0,0,0,0,0,0,2014
Them - The Summoning,0,0,0,0,0,0,2014
They Breathe,0,0,7.2,6,0.6,72,2014
Thief,70,37,5.9,1524,189.4,61.14889124,2014
Thief Town,0,0,0,0,0,0,2014
Thieves' Gambit: The Curse of the Black Cat,0,0,0,0,0,0,2014
Third Eye Crime,0,2,0,0,2,0,2014
This War of Mine,83,62,8.4,778,139.8,83.5565093,2014
Three Dead Zed,0,3,0,0,3,0,2014
Tiestru,0,2,1.7,7,2.7,17,2014
Tile Miner,0,0,0,0,0,0,2014
Time Mysteries 2: The Ancient Spectres,0,0,0,0,0,0,2014
Time Mysteries 3: The Final Enigma,0,0,0,0,0,0,2014
Time of Fury,0,0,0,0,0,0,2014
Time Rifters,0,0,8.4,5,0.5,84,2014
TinyKeep,0,2,0,0,2,0,2014
Titanfall - The Final Hours,0,0,0,0,0,0,2014
To End All Wars,71,9,7.5,13,10.3,71.50485437,2014
Toast Time,0,3,0,0,3,0,2014
Top Hat,0,0,0,0,0,0,2014
Toribash,0,3,0,0,3,0,2014
Tower of Guns,76,16,7.2,42,20.2,75.16831683,2014
TowerFall Ascension,87,16,6.8,144,30.4,78,2014
Town of Salem,0,0,8,75,7.5,80,2014
Towtruck Simulator 2015,0,0,0,0,0,0,2014
Toxic Bunny HD,0,0,0,0,0,0,2014
Toybox Turbos,69,10,6.3,25,12.5,67.8,2014
Trace Vector,0,1,0,0,1,0,2014
Train Fever,67,23,6.9,91,32.1,67.56697819,2014
Train Simulator: NEC: New York-New Haven Route Add-On,0,0,0,0,0,0,2014
Train Simulator: South London Network Route Add-On,0,0,0,0,0,0,2014
Train Town,0,0,0,0,0,0,2014
Trainz Trouble,0,0,0,0,0,0,2014
Transistor,83,35,8.3,747,109.7,83,2014
TransOcean: The Shipping Company,0,3,6.5,20,5,65,2014
Transport Giant,0,0,0,0,0,0,2014
TRI: Of Friendship and Madness,74,9,7.5,24,11.4,74.21052632,2014
Trials Fusion,80,12,6.9,108,22.8,74.78947368,2014
Triblaster,0,0,0,0,0,0,2014
Tribloos 2,0,2,4,4,2.4,40,2014
TRON 2.0,84,39,8.3,82,47.2,83.82627119,2014
Tropico 5,75,51,7,378,88.8,72.87162162,2014
Trucks & Trailers,0,0,0,0,0,0,2014
Truffle Saga,0,0,0,0,0,0,2014
TUG,0,0,0,0,0,0,2014
Turbo Dismount,0,0,7.9,18,1.8,79,2014
Ubersoldier II,62,6,6.8,16,7.6,63.26315789,2014
Uebergame,0,0,0,0,0,0,2014
UFO: Afterlight,71,16,7.6,54,21.4,72.26168224,2014
UFO: Aftermath,67,23,6,55,28.5,65.64912281,2014
UFO: Aftershock,67,20,7.7,36,23.6,68.52542373,2014
Ukrainian Ninja,0,0,0,0,0,0,2014
Ultimate General: Gettysburg,84,8,7.8,156,23.6,80.03389831,2014
Ultionus: A Tale of Petty Revenge,0,1,7.5,11,2.1,75,2014
Ultra Street Fighter IV,82,4,7,92,13.2,73.63636364,2014
ULTRAWORLD EXODUS,0,2,0,0,2,0,2014
Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,0,3,3.8,37,6.7,38,2014
UnEpic,68,5,8.4,210,26,80.92307692,2014
Unrest,65,15,5.8,19,16.9,64.21301775,2014
Uprising44: The Silent Shadows,0,2,1.8,18,3.8,18,2014
Uriel's Chasm,0,1,2.2,10,2,22,2014
US and THEM,0,0,0,0,0,0,2014
Valiant Hearts: The Great War,79,28,8.6,583,86.3,83.72885284,2014
Valkyria Chronicles,85,24,8.2,349,58.9,83.22241087,2014
Vampires: Guide Them to Safety!,0,0,0,0,0,0,2014
Vangers,0,0,0,0,0,0,2014
Vanguard Princess,0,0,6.3,16,1.6,63,2014
Vault Cracker,0,0,0,0,0,0,2014
Velocibox,0,0,7.1,9,0.9,71,2014
Velvet Sundown,0,1,6.9,8,1.8,69,2014
Verde Station,0,1,4.8,4,1.4,48,2014
Vertical Drop Heroes HD,70,6,8,15,7.5,72,2014
Victim of Xen,0,0,3.4,7,0.7,34,2014
Victorian Admirals,0,0,0,0,0,0,2014
Victory At Sea,0,2,5.6,11,3.1,56,2014
Viking Brothers,0,0,0,0,0,0,2014
Viktor,0,1,0,0,1,0,2014
Villagers and Heroes,0,0,7.6,40,4,76,2014
Vitrum,0,0,0,0,0,0,2014
Vlad the Impaler,0,1,5.5,4,1.4,55,2014
Voice of Pripyat,0,0,0,0,0,0,2014
Volo Airsport,0,0,0,0,0,0,2014
Volt,0,0,0,0,0,0,2014
Voodoo Whisperer Curse of a Legend,0,0,0,0,0,0,2014
Voyage: Journey to the Moon,0,0,0,0,0,0,2014
Wacky Wheels,0,0,0,0,0,0,2014
WAKFU,76,5,5.6,144,19.4,61.15463918,2014
War in a Box: Paper Tanks,0,0,0,0,0,0,2014
War of the Human Tanks,0,2,6.2,10,3,62,2014
War on Folvos,0,0,0,0,0,0,2014
War Operations,0,0,0,0,0,0,2014
Warehouse and Logistics Simulator,0,0,4.9,10,1,49,2014
Warface,62,17,4.3,403,57.3,48.63699825,2014
Wargame: Red Dragon,78,19,7.9,183,37.3,78.49061662,2014
"Warhammer 40,000: Armageddon",68,17,6.6,38,20.8,67.63461538,2014
"Warhammer 40,000: Kill Team",0,0,5.2,13,1.3,52,2014
Warlock 2: The Exiled,73,22,7.1,82,30.2,72.45695364,2014
WARMACHINE: Tactics,0,2,5.6,13,3.3,56,2014
Warrior Kings,73,16,7.7,18,17.8,73.40449438,2014
Warrior Kings: Battles,64,11,8.1,16,12.6,66.15873016,2014
Wasteland 2: Director's Cut,87,5,7.6,179,22.9,78.40174672,2014
Watch_Dogs,77,18,4.8,3314,349.4,49.4939897,2014
Wayward Manor,41,23,4.4,16,24.6,41.19512195,2014
WazHack,0,1,7.2,5,1.5,72,2014
Where Angels Cry,0,0,0,0,0,0,2014
Where is my Heart?,74,5,0,0,5,74,2014
Whisper of a Rose,0,0,0,0,0,0,2014
Whispering Willows,64,10,7.1,39,13.9,65.96402878,2014
White Haven Mysteries,0,0,0,0,0,0,2014
White Noise Online,0,1,3.8,5,1.5,38,2014
Wild Warfare,0,0,0,0,0,0,2014
Wildlife Park 2,0,2,7.3,12,3.2,73,2014
Wildlife Park 2 - Crazy Zoo,0,0,0,0,0,0,2014
Wildlife Park 2 - Dino World,0,0,0,0,0,0,2014
Wildlife Park 2 - Fantasy,0,0,0,0,0,0,2014
Wildlife Park 2 - Farm World,0,0,0,0,0,0,2014
Wildlife Park 2 - Horses,0,0,0,0,0,0,2014
Wildlife Park 2 - Marine World,0,0,0,0,0,0,2014
Wildlife Park 3,0,1,6.5,6,1.6,65,2014
WildStar,82,52,7.5,951,147.1,77.47450714,2014
Windforge,53,7,6.9,18,8.8,56.27272727,2014
Winged Sakura: Mindy's Arc,0,0,0,0,0,0,2014
Wings of Vi,0,0,8.4,23,2.3,84,2014
Wings Over Europe,62,8,7.7,19,9.9,64.87878788,2014
Wings! Remastered Edition,61,6,7.8,24,8.4,65.85714286,2014
Woah Dave!,0,1,0,0,1,0,2014
Wolfenstein: The New Order,81,23,8.2,1879,210.9,81.89094358,2014
Woodle Tree Adventures,0,0,5.2,26,2.6,52,2014
Word Rescue,0,0,0,0,0,0,2014
Words for Evil,0,0,0,0,0,0,2014
WORLD END ECONOMiCA episode.01,0,1,0,0,1,0,2014
World of Diving,0,0,0,0,0,0,2014
World of Guns: Gun Disassembly,0,0,6.7,17,1.7,67,2014
World Of Leaders,0,0,0,0,0,0,2014
World of Subways 1 ??The Path,0,0,0,0,0,0,2014
World of Subways 2 ??Berlin Line 7,0,0,0,0,0,0,2014
World of Subways 3 ??London Underground Circle Line,0,0,5,4,0.4,50,2014
World Truck Racing,0,0,0,0,0,0,2014
World War 2: Time of Wrath,0,0,0,0,0,0,2014
WorldCreator,0,0,0,0,0,0,2014
Wrack,66,6,8.2,10,7,68.28571429,2014
Wyv and Keep: The Temple of the Lost Idol,0,3,0,0,3,0,2014
Xenonauts,77,21,7.9,167,37.7,77.88594164,2014
Xenophage: Alien Bloodsport,0,0,0,0,0,0,2014
XenoRaptor,0,0,0,0,0,0,2014
Xeodrifter,0,1,5.3,9,1.9,53,2014
X-Plane 10 Global - 64 Bit,0,0,0,0,0,0,2014
Xsyon - Prelude,0,0,0,0,0,0,2014
YAIBA: NINJA GAIDEN Z,49,7,5.9,42,11.2,52.75,2014
Year Walk,87,8,7,144,22.4,76.07142857,2014
Yet Another Zombie Defense,0,0,6.6,21,2.1,66,2014
You Have to Win the Game,0,1,7.1,21,3.1,71,2014
Yury,0,1,6,4,1.4,60,2014
Z,0,0,0,0,0,0,2014
Z Steel Soldiers,0,0,0,0,0,0,2014
ZAMB! Biomutant Extermination,0,3,6.6,5,3.5,66,2014
Zen Fish SIM,0,0,0,0,0,0,2014
Zero Point,0,0,0,0,0,0,2014
Ziggurat,75,5,7.8,52,10.2,76.52941176,2014
Zombie Solitaire,0,0,0,0,0,0,2014
Zoo Park,0,0,0,0,0,0,2014
Zoo Rampage,0,0,0,0,0,0,2014
Zooloretto,0,0,0,0,0,0,2014
Zoom Player 13 : Steam Edition,0,0,0,0,0,0,2014
