Tag1,Tag2,value
design & illustration,character customization,0
destruction,character customization,0
detective,character customization,0
difficult,character customization,0.006920415
dinosaurs,character customization,0
diplomacy,character customization,0.03030303
documentary,character customization,0
dog,character customization,0
dragons,character customization,0.022988506
drama,character customization,0
driving,character customization,0
dungeon crawler,character customization,0.022857143
dungeons & dragons,character customization,0.066666667
dynamic narration,character customization,0
dystopian ,character customization,0
e-sports,character customization,0.054054054
early access,character customization,0.002358491
economy,character customization,0
education,character customization,0
emotional,character customization,0
epic,character customization,0
episodic,character customization,0
experience,character customization,0
experimental,character customization,0
exploration,character customization,0.001536098
family friendly,character customization,0
fantasy,character customization,0.019386107
fast-paced,character customization,0.003676471
female protagonist,character customization,0.003631961
fighting,character customization,0.003030303
first-person,character customization,0.001818182
fishing,character customization,0
flight,character customization,0
fmv,character customization,0
football,character customization,0
fps,character customization,0.001179245
funny,character customization,0.004398827
futuristic,character customization,0
gambling,character customization,0
game development,character customization,0
gamemaker,character customization,0
games workshop,character customization,0
god game,character customization,0
golf,character customization,0
gore,character customization,0.002717391
gothic,character customization,0
grand strategy,character customization,0.011111111
grid-based movement,character customization,0.01754386
gun customization,character customization,0.025
hack and slash,character customization,0.011267606
hacking,character customization,0
hand-drawn,character customization,0
heist,character customization,0
hex grid,character customization,0.020833333
hidden object,character customization,0
historical,character customization,0.006389776
horror,character customization,0
horses,character customization,0
hunting,character customization,0
illuminati,character customization,0
indie,character customization,0.00267105
intentionally awkward controls,character customization,0
interactive fiction,character customization,0
inventory management,character customization,0
investigation,character customization,0
isometric,character customization,0.030701754
jrpg,character customization,0.005319149
kickstarter,character customization,0.015748031
lara croft,character customization,0
lego,character customization,0
lemmings,character customization,0
level editor,character customization,0.006711409
linear,character customization,0
local co-op,character customization,0.001926782
logic,character customization,0
loot,character customization,0.036036036
lore-rich,character customization,0
lovecraftian,character customization,0
magic,character customization,0.021126761
management,character customization,0.004545455
mars,character customization,0
martial arts,character customization,0
masterpiece,character customization,0.004926108
match 3,character customization,0
mature,character customization,0.005714286
mechs,character customization,0.015151515
medieval,character customization,0.017857143
metroidvania,character customization,0
military,character customization,0
minigames,character customization,0
minimalist,character customization,0
mining,character customization,0
mmorpg,character customization,0.02764977
moba,character customization,0.023529412
mod,character customization,0
moddable,character customization,0.024752475
modern,character customization,0
mouse only,character customization,0
movie,character customization,0
multiple endings,character customization,0.015151515
music,character customization,0.005494505
music-based procedural generation,character customization,0
mystery,character customization,0
mythology,character customization,0
narration,character customization,0
naval,character customization,0
ninja,character customization,0
noir,character customization,0
nonlinear,character customization,0
nsfw,character customization,0
nudity,character customization,0
offroad,character customization,0
old school,character customization,0.008130081
on-rails shooter,character customization,0
online co-op,character customization,0.007462687
open world,character customization,0.009266409
otome,character customization,0.014705882
parkour,character customization,0
parody ,character customization,0
party-based rpg,character customization,0.063291139
perma death,character customization,0.018691589
philisophical,character customization,0
photo editing,character customization,0
physics,character customization,0
pinball,character customization,0
pirates,character customization,0
platformer,character customization,0.0024
point & click,character customization,0
political,character customization,0.021276596
politics,character customization,0.046511628
pool,character customization,0
post-apocalyptic,character customization,0
procedural generation,character customization,0.01242236
programming,character customization,0
psychedelic,character customization,0
psychological,character customization,0
psychological horror,character customization,0
puzzle,character customization,0.001059883
puzzle-platformer,character customization,0
pve,character customization,0
pvp,character customization,0.012345679
quick-time events,character customization,0
racing,character customization,0
real time tactics,character customization,0
real-time,character customization,0.0125
real-time with pause,character customization,0.051020408
realistic,character customization,0
relaxing,character customization,0
resource management,character customization,0
retro,character customization,0.00487013
rhythm,character customization,0.013157895
robots,character customization,0.005235602
rogue-like,character customization,0.002941176
rogue-lite,character customization,0
romance,character customization,0.006329114
rome,character customization,0
rpg,character customization,0.011941448
rpgmaker,character customization,0
rts,character customization,0.005617978
runner,character customization,0.023809524
sailing,character customization,0
sandbox,character customization,0.003722084
satire,character customization,0
sci-fi,character customization,0.004044489
science,character customization,0
score attack,character customization,0
sequel,character customization,0
sexual content,character customization,0
shoot 'em up,character customization,0
shooter,character customization,0.001597444
short,character customization,0
side scroller,character customization,0
silent protagonist,character customization,0
simulation,character customization,0.001904762
sniper,character customization,0
soccer,character customization,0
software,character customization,0.055555556
software training,character customization,0
sokoban,character customization,0
souls-like,character customization,0
space,character customization,0.00173913
space sim,character customization,0
spectacle fighter,character customization,0
spelling,character customization,0
split screen,character customization,0.01369863
sports,character customization,0
star wars,character customization,0.083333333
stealth,character customization,0
steam machine,character customization,0
steampunk,character customization,0.005524862
story rich,character customization,0.011258956
strategy,character customization,0.006181645
strategy rpg,character customization,0.045454545
stylized,character customization,0
superhero,character customization,0.02173913
supernatural,character customization,0
surreal,character customization,0
survival,character customization,0.001231527
survival horror,character customization,0
swordplay,character customization,0
tactical,character customization,0.013245033
tactical rpg,character customization,0.052631579
tanks,character customization,0
team-based,character customization,0.014184397
text-based,character customization,0
third person,character customization,0.010989011
third-person shooter,character customization,0.008333333
thriller,character customization,0
time attack,character customization,0
time management,character customization,0
time manipulation,character customization,0
time travel,character customization,0
top-down,character customization,0.006493506
top-down shooter,character customization,0
touch-friendly,character customization,0
tower defense,character customization,0.003984064
trackir,character customization,0
trading,character customization,0
trading card game,character customization,0
trains,character customization,0
transhumanism,character customization,0
turn-based,character customization,0.010781671
turn-based combat,character customization,0.014084507
turn-based strategy,character customization,0.015060241
turn-based tactics,character customization,0.025
twin stick shooter,character customization,0
typing,character customization,0
underground,character customization,0
underwater,character customization,0
unforgiving,character customization,0.043478261
utilities,character customization,0
vampire,character customization,0
video production,character customization,0
villain protagonist,character customization,0
violent,character customization,0
visual novel,character customization,0.007792208
voice control,character customization,0
voxel,character customization,0
walking simulator,character customization,0
war,character customization,0
wargame,character customization,0
warhammer 40k,character customization,0
web publishing,character customization,0
werewolves,character customization,0
western,character customization,0
word game,character customization,0
world war i,character customization,0
world war ii,character customization,0
wrestling,character customization,0
zombies,character customization,0
2d fighter,chess,0
3d platformer,chess,0
4x,chess,0
6dof,chess,0
abstract,chess,0
